page_url,image_url,tvshow_title,description,genre,year,director,actors,rating
https://www.tvmaze.com/shows/2174/marvels-luke-cage,https://static.tvmaze.com/uploads/images/original_untouched/155/389198.jpg,Marvel's Luke Cage,"After a sabotaged experiment leaves him with super strength and unbreakable skin, Luke Cage becomes a fugitive trying to rebuild his life in modern day Harlem, New York City. But he is soon pulled out of the shadows and must fight a battle for the heart of his city – forcing him to confront a past he had tried to bury.",Action; Crime; Science-Fiction,2016,,"Mike Colter, Simone Missick, Alfre Woodard, Theo Rossi, Rosario Dawson",7.2
https://www.tvmaze.com/shows/2176/marvels-the-defenders,https://static.tvmaze.com/uploads/images/original_untouched/122/307234.jpg,Marvel's The Defenders,"Marvel's The Defenders follows Daredevil, Jessica Jones, Luke Cage and Iron Fist. A quartet of singular heroes with one common goal - to save New York City. This is the story of four solitary figures, burdened with their own personal challenges, who realize they just might be stronger when teamed together.",Drama; Action; Crime,2017,,"Charlie Cox, Krysten Ritter, Mike Colter, Finn Jones, Elodie Yung",7.4
https://www.tvmaze.com/shows/2187/oorlogswinter,https://static.tvmaze.com/uploads/images/original_untouched/12/30354.jpg,Oorlogswinter,"Oorlogswinter plays during the winter of 1944-1945 and ends with the liberation of the north of the Netherlands in May 1945. The protagonist is a 15-year old boy who has to deal with difficult choices imposed upon him when he more or less by accident saves a downed British pilot from capture by the Germans. This act entails grave risks for his family and other innocent civilians, betrayal looms, but not everything is always what it seems. It is only after the liberation that all pieces of the puzzle fall into place.",Drama; Action; Adventure,1975,,"Bram van der Vlugt, André van den Heuve, Andrea Domburg, Gees Linnebank, Joost Prinsen",
https://www.tvmaze.com/shows/2203/battlebots,https://static.tvmaze.com/uploads/images/original_untouched/481/1203662.jpg,BattleBots,"BattleBots is a reimagined take on the killer robot combat sport, from Whalerock Industries and the creators of the original BattleBots franchise, Ed Roski and Greg Munson. The homemade robots are back for season two, where they will battle against each other in a single elimination tournament until there is one champion. The ten episode series will feature next generation robots – bigger, faster and stronger than ever before. The show will continue to emphasize the design and build elements of each robot, the bot builder backstories, their intense pursuit of the championship and the spectacle of the event. While there's only one weight class, there are a huge variety of deadly weapons. Forty-eight robots will enter, but in the end, only one will win the final trophy.",Action,2015,,"Faruq Tauheed, Kenny Florian, Chris Rose, Jenny Taft, Peter Abrahamson",7.8
https://www.tvmaze.com/shows/2213/1915,https://static.tvmaze.com/uploads/images/original_untouched/63/157767.jpg,1915,"Brimming with national pride, friends Billy Mackenzie and Walter Gilchrist enlist in the Aussie army to serve their country during World War I in this seven-part miniseries. But combat's grim realities soon burst their patriotic bubble as they endure the onslaught of enemy gunfire, endless bloodshed and trench warfare's horror.",Drama; Action; War,1982,,"Scott Burgess, Scott McGregor, Lorraine Bayly, Bill Hunter",
https://www.tvmaze.com/shows/2222/xtreme-waterparks,https://static.tvmaze.com/uploads/images/original_untouched/322/806179.jpg,Xtreme Waterparks,"Hold on to your trunks, because we're taking you on an all-access, adrenaline filled ride on the wildest, over-the-top and exhilarating water rides in the world! From a high-speed, gravity defying water ride in Orlando, Florida to the world's tallest water slide in Rio De Janeiro, Brazil, we're trotting the globe to reveal the most insane, nail-biting, and Xtreme Waterparks.",Action; Adventure; Family,2012,,,
https://www.tvmaze.com/shows/2228/gomorra,https://static.tvmaze.com/uploads/images/original_untouched/290/726024.jpg,Gomorra,"Based on Robert Saviano's bestselling book, this gritty Italian crime drama paints a portrait of the brutal Neapolitan crime organisation the Camorra.",Drama; Action; Crime,2014,,"Fortunato Cerlino, Salvatore Esposito, Marco D'Amore, Christian Giroso, Giovanni Buselli",8.0
https://www.tvmaze.com/shows/2238/colditz,https://static.tvmaze.com/uploads/images/original_untouched/12/30942.jpg,Colditz,"This is the story of a British prisoner of war in World War II who escapes to Britain, where he works for the secret service and falls in love with the girlfriend of another prisoner who failed to escape and was transferred to the prisoner-of-war camp at Colditz.",Drama; Action; War,2005,,"Tom Hardy, Damian Lewis, Sophia Myles, Laurence Fox, Jason Priestley",
https://www.tvmaze.com/shows/2244/the-player,https://static.tvmaze.com/uploads/images/original_untouched/328/820721.jpg,The Player,"The Player centers on a high-stakes game where an organization of wealthy individuals gambles on the ability of former military operative turned security expert Philip Winchester to stop some of the biggest crimes imaginable from playing out. Can he take them down from the inside and get revenge for the death of his wife, or is it true what they say: The house always wins.",Drama; Action; Thriller,2015,,"Wesley Snipes, Philip Winchester, Charity Wakefield, Damon Gupton",7.6
https://www.tvmaze.com/shows/2257/gunnytime-with-r-lee-ermey,https://static.tvmaze.com/uploads/images/original_untouched/12/31089.jpg,GunnyTime with R. Lee Ermey,"GunnyTime with R. Lee Ermey is a fully immersive host-driven television series focusing on weapons and weapons technology past, present and future. The Gunny, R. Lee Ermey, will get a chance to scratch his itchy trigger-finger as he plays with some fabulous weapons and weaponized vehicles, and consults with some top-notch experts. And, as only The Gunny can do, he will show our audience the way in his famous indomitable style when it comes to the world's most fabulous weaponry.",Drama; Action; Travel,2015,,R. Lee Ermey,
https://www.tvmaze.com/shows/2269/lego-star-wars-droid-tales,https://static.tvmaze.com/uploads/images/original_untouched/27/68857.jpg,LEGO Star Wars: Droid Tales,"If you've played with the countless Lego Star Wars sets, watched one of the Lego Star Wars animated television specials or sat down with one of the many Lego Star Wars video games, you know that the company that makes plastic building blocks and the film studio responsible for a franchise's worth of space operas, are a match made in lightsaber-wielding heaven. The sensibilities just mesh in a way that produces wonderfully spirited, irreverent entertainment. But nothing could prepare you for the out-and-out fun of the new limited series, Lego Star Wars: Droid Tales, which premieres tonight at 9:30 p.m. on Disney XD. ""Lego Star Wars: Droid Tales"", is a five-episode miniseries that has an ingenious conceit: it's the entire Star Wars saga, told, Rosencrantz and Guildenstern Are Dead-style, by C3PO (voiced, once more, by Anthony Daniels) and R2D2. The series takes place after the Battle of Endor that ended Star Wars: Return of the Jedi, as C3PO first recounts his adventures after being assembled by a young Anakin Skywalker. This first episode does a really killer job whittling down both Star Wars: The Phantom Menace and Star Wars: Attack of the Clones and even introduces a nifty wraparound narrative wherein C3PO and Admiral Akbar team up to track down his missing spaceship (just go with it).",Action; Adventure; Science-Fiction,2015,,"Tom Kane, Anthony Daniels, Michael Daingerfield, Eric Bauza, Heather Doerksen",7.7
https://www.tvmaze.com/shows/2271/transformers-robots-in-disguise,https://static.tvmaze.com/uploads/images/original_untouched/12/31300.jpg,Transformers: Robots in Disguise,"In Transformers: Robots in Disguise, Bumblebee is summoned to save Earth from a new faction of Decepticons and assembles a rogue team of young Autobots that includes a rebel bad boy bot, an elite guard cadet, a bombastic Dinobot and hyperactive Mini-Con to capture their new enemies. Each new bot is a fully capable action hero but inexperienced in working together in a team, forcing Bumblebee to become both squad leader and coach.",Action; Adventure; Science-Fiction,2015,,"Darren Criss, Khary Payton, Mitchell Whitfield, Will Friedle, Constance Zimmer",4.8
https://www.tvmaze.com/shows/2300/into-the-badlands,https://static.tvmaze.com/uploads/images/original_untouched/186/465817.jpg,Into the Badlands,"Into the Badlands is a genre-bending martial arts series very loosely based on the classic Chinese tale ""Journey to the West"". In a land controlled by feudal barons, Into the Badlands tells the story of a great warrior and a young boy who embark on a journey across a dangerous land to find enlightenment.",Drama; Action; Adventure,2015,,"Ally Ioannides, Aramis Knight, Emily Beecham, Daniel Wu, Orla Brady",8.0
https://www.tvmaze.com/shows/2344/mi-high,https://static.tvmaze.com/uploads/images/original_untouched/12/32062.jpg,M.I. High,"High-school kids, enrolled in spy agency training, go on secret missions assigned by their janitor.",Action; Adventure; Children,2007,,"Jonny Freeman, Oscar Short, Oyiza Momoh, Sam Strike, Ben Kerfoot",
https://www.tvmaze.com/shows/2367/sharknado,https://static.tvmaze.com/uploads/images/original_untouched/150/375595.jpg,Sharknado,"Sharknado is a disaster/horror series starring Ian Ziering and Tara Reid as Fin and April Shepard, a husband and wife who continue to encounter ""sharknadoes"" wherever they go.",Comedy; Action; Horror,2013,,"Tara Reid, Ian Ziering",6.8
https://www.tvmaze.com/shows/2368/dragon-ball-super,https://static.tvmaze.com/uploads/images/original_untouched/498/1247253.jpg,Dragon Ball Super,"Dragon Ball Super, a brand new television anime inspired by Akira Toriyama's Dragon Ball manga, will premiere on Fuji TV and other channels in July on Sundays at 9:00 a.m. This will be the first new Dragon Ball television series since Dragon Ball GT, which aired from 1996 to 1997.The story of the anime is set a few years after the defeat of Majin Buu, when the Earth has become peaceful once again. The voice of Goku, Gohan, and Goten, Masako Nozawa commented on the new anime, saying, ""We've always used the word 'chō' (Super) with Dragon Ball in commercials, games and the like, but the fact that the series titled Dragon Ball Super is beginning is the best thing ever.""",Action; Adventure; Anime; Fantasy,2015,,"Masako Nozawa, Masako Nozawa, Miki Itou, Ryôichi Tanaka, Kouichi Yamadera",7.8
https://www.tvmaze.com/shows/2381/jake-20,https://static.tvmaze.com/uploads/images/original_untouched/12/32302.jpg,Jake 2.0,"Jake 2.0 surrounds NSA computer technician Jake Foley who is transformed into a secret agent after he is accidentally infected with nanobots, based on nanotechnology that reduce the size of a computer to the molecular level, which give him superhuman powers. With his new abilities, he can hack into anything electronic and control it. His medical and emotional state is carefully watched over by Dr. Diane Hughes, who is far too human for her job with the NSA. Struggling in his early tasks with the NSA, Jake must prove himself and yield results or be locked up for ""research.""",Action; Science-Fiction; Espionage,2003,,"Christopher Gorham, Philip Anthony-Rodriguez, Judith Scott, Keegan Connor Tracy, Marina Black",7.8
https://www.tvmaze.com/shows/2412/annedroids,https://static.tvmaze.com/uploads/images/original_untouched/466/1166756.jpg,Annedroids,"Kid scientist Anne learns about the world in her junkyard lab with her best pals Nick and Shania, and her android helpers.",Action; Adventure; Science-Fiction,2014,,"Addison Holley, Millie Davis, Jadiel Dowlin, Adrianna Di Liello, Raven Dauda",
https://www.tvmaze.com/shows/2422/fear-thy-neighbor,https://static.tvmaze.com/uploads/images/original_untouched/540/1350414.jpg,Fear Thy Neighbor,"Fear Thy Neighbor tells the true and disturbing tales of conflicts between neighbors that spiral out of control - often culminating in tragic and violent confrontations in their living rooms, backyards, or driveway. These are the stories of ordinary people from all walks of life who somehow find themselves locked in a vicious standoff with the family that lives on the other side of the fence, across the street or around the corner. What start as minor annoyances - like loud music, a car parked too close, or a dog misbehaving - can quickly escalate. Property lines turn into battle lines, leading to all-out fury, conflict, and even bloodshed.",Drama; Action; Crime,2014,,,7.6
https://www.tvmaze.com/shows/2427/ash-vs-evil-dead,https://static.tvmaze.com/uploads/images/original_untouched/145/363490.jpg,Ash vs Evil Dead,"Ash is back in Ash vs Evil Dead! 30 years after his last fight, Ash Williams unleashes the Evil in an act of carelessness, bringing Deadite mayhem into his life again. Bruce Campbell will be reprising his role as Ash, the stock boy, aging lothario and chainsaw-handed monster hunter who has spent the last 30 years avoiding responsibility, maturity and the terrors of the Evil Dead. When a Deadite plague threatens to destroy all of mankind, Ash is finally forced to face his demons - personal and literal. Destiny, it turns out, has no plans to release the unlikely hero from its ""Evil"" grip.",Comedy; Action; Horror,2015,,"Bruce Campbell, Ray Santiago, Dana DeLorenzo, Lucy Lawless, Jill Marie Jones",8.0
https://www.tvmaze.com/shows/2438/running-wild-with-bear-grylls,https://static.tvmaze.com/uploads/images/original_untouched/299/749174.jpg,Running Wild with Bear Grylls,"Running Wild with Bear Grylls is an hour-long alternative series, the famed adventurer, writer and television host will take eight entertainment and sports stars into the most remote and pristine locations in the U.S. and around the world for a 48-hour journey of a lifetime.",Action; Adventure,2014,,Bear Grylls,6.4
https://www.tvmaze.com/shows/2445/moj-kapitan,https://static.tvmaze.com/uploads/images/original_untouched/13/32804.jpg,Мой капитан,"The woman on the ship - not good. The unharmonious riverboat crew, led by its unbearable captain Ivan Akimov, was convinced in this lesson the very hard way. Beautiful Varvara got the dangerous mission - Taming of the Shrew Captain. This is a hot history on water in which there is no place to hide or go ashore.",Action; Adventure,2012,,"Дмитрий Певцов, Мария Горбань, Андрей Егоров, Сергей Ярмолюк",
https://www.tvmaze.com/shows/2446/your-pretty-face-is-going-to-hell,https://static.tvmaze.com/uploads/images/original_untouched/223/557862.jpg,Your Pretty Face is Going to Hell,"Your Pretty Face is Going to Hell is a live-action workplace comedy about Gary, an associate demon, as he attempts to capture souls on earth in order to climb the corporate ladder of the underworld. Gary hopes to advance in Hell, but he may be too stupid, lazy and kind-hearted to realize his dreams of promotion. Meanwhile, Gary's intern Claude is more talented, more devious and will do whatever it takes to impress Satan.",Comedy; Action; Horror,2013,,"Craig Rowin, Henry Zebrowski, Matt Servitto",6.6
https://www.tvmaze.com/shows/2447/digimon-fusion,https://static.tvmaze.com/uploads/images/original_untouched/13/32809.jpg,Digimon Fusion,"Digimon Fusion is the all-new animated series and sixth installment of the Digimon franchise. The action packed series follows Mikey, a human boy, who is transported into the digital world and must team up with his new ""Digimon"" or ""Digital Monster"" friends to defeat evil once and for all. New fusion powers allow Digimon to combine and fuse, creating endless battle possibilities.",Action; Adventure; Anime; Fantasy,2010,,"Minami Takayama, Ryoko Shiraishi, Daisuke Kishio, Takeshi Kusao, Houko Kuwashima",7.3
https://www.tvmaze.com/shows/2454/the-flying-doctors,https://static.tvmaze.com/uploads/images/original_untouched/13/32973.jpg,The Flying Doctors,"A long running drama showing the cases tackled by the Royal Flying Doctor Service, who bring medical help to the remote areas of the Australian outback.",Drama; Action; Medical,1986,,"Robert Grubb, Lenore Smith, Nikki Coghill, Sarah Chadwick, David Reyne",
https://www.tvmaze.com/shows/2476/marvels-guardians-of-the-galaxy,https://static.tvmaze.com/uploads/images/original_untouched/154/385465.jpg,Marvel's Guardians of the Galaxy,"Marvel's Guardians of the Galaxy features themes of redemption and the importance of friendships and family told through a series of riveting sequential story arcs. The series follows the newly-formed team who finds a strange artifact keyed only to the DNA of Peter Quill. Upon opening it, Quill unleashes a treasure map leading to a powerful weapon known as the Cosmic Seed which is capable of giving birth to the next universe. It's up to the Guardians to find, protect and ultimately destroy the Cosmic Seed in order to keep it out of the hands of those who would abuse its power, from galactic big boss Thanos, to the conniving brothers the Collector and the Grandmaster, to a resurrected Ronan, to the ultimate trickster, Loki, in order to save the universe.",Action; Adventure; Science-Fiction,2015,,"David Sobolov, Vanessa Marshall, Trevor Devall, Kevin Michael Richardson, Will Friedle",7.6
https://www.tvmaze.com/shows/2483/darker-than-black,https://static.tvmaze.com/uploads/images/original_untouched/13/33257.jpg,Darker Than Black,"In Tokyo, an impenetrable field known as ""Hell's Gate"" appeared ten years ago. At the same time, psychics who wield paranormal powers at the cost of their conscience also emerged. Hei is one of the most powerful of these psychic agents, and along with his blind associate, Yin, works for one of the many rival agencies vying to unlock the mysteries of Hell's Gate.",Drama; Action; Anime; Science-Fiction,2007,,"Hidenobu Kiuchi, Ikuya Sawaki, Masaru Ikeda, Misato Fukuen, Chika Sakamoto",7.6
https://www.tvmaze.com/shows/2517/my-babysitters-a-vampire,https://static.tvmaze.com/uploads/images/original_untouched/13/33604.jpg,My Babysitter's a Vampire,"My Babysitter's a Vampire is a comedic spin on pop culture vampires and scary movies in general, tells the story of three teens who believe their new babysitter is a real bloodsucking creature of the night -- and it's now up to them to rid their sleepy little town of the menace.",Comedy; Action; Supernatural,2010,,"Atticus Mitchell, Matthew Knight, Vanessa Morgan, Cameron Kennedy, Kate Todd",6.0
https://www.tvmaze.com/shows/2524/god-eater,https://static.tvmaze.com/uploads/images/original_untouched/13/33894.jpg,God Eater,"The Far East, 2071. The domain of the mad gods. In the early 2050s, unknown life forms called ""Oracle cells"" begin their uncontrolled consumption of all life on Earth. Their ravenous appetite and remarkable adaptability earn them first dread, then awe, and finally the name ""aragami"". In the face of an enemy completely immune to conventional weapons, urban civilization collapses, and each day humanity is driven further and further toward extinction. One single ray of hope remains for humanity. Following the development of ""God Arcs""—living weapons which incorporate Oracle cells—their wielders are organized into an elite force. In a world ravaged by mad gods, these ""God Eaters"" fight a desperate war..",Action; Anime; Fantasy; Science-Fiction,2015,,"Daisuke Sakaguchi, Hiroaki Hirata, Kazuya Nakai, Maaya Sakamoto, Ryuichi Kijima",6.8
https://www.tvmaze.com/shows/2525/unit-luchtvaartpolitie,https://static.tvmaze.com/uploads/images/original_untouched/13/33921.jpg,Unit Luchtvaartpolitie,"Unit Luchtvaartpolitie gives a look behind the scenes of the Dutch Police Aviation Unit. In a spectacular series we'll see how the actions of the police helicopter lead to catching crooks, improve safety and save lives.",Action; Crime,2012,,,
https://www.tvmaze.com/shows/2529/gate,https://static.tvmaze.com/uploads/images/original_untouched/13/33958.jpg,Gate,"A gate appears in Tokyo's Ginza district sometime in the 21st century. From the gate pours out monsters, knights from middle-age Europe, and other fantasy-like beings, and they kill many of the citizens of Tokyo. This event is known as the Ginza Incident. The government sends a small group of soldiers from the Japanese Self-Defense Forces to the alternate world beyond the gate. Led by otaku soldier Yōji, they find that the villages in the world are being attacked by a dragon. An elf girl who is a survivor from the dragon's rampage joins the group in their travels across the dangerous new world.",Action; Adventure; Anime; Fantasy,2015,,"Junichi Suwabe, Risa Taneda, Nao Tōyama, Hisako Kanemoto, Satomi Akesaka",7.5
https://www.tvmaze.com/shows/2531/ushio-to-tora,https://static.tvmaze.com/uploads/images/original_untouched/13/33960.jpg,Ushio to Tora,"While cleaning out his family's Shinto temple, middle-school student Ushio Aotsuki stumbles upon a hidden cellar which houses a dangerous yokai. The yokai, pinned by a legendary weapon called the Beast Spear for 500 years, attracts many other supernatural creatures to the premises. Ushio is forced to free the creature – whom he names ""Tora"" – in return for his help in defeating them. Tora, who wishes to eat Ushio but is stalled by the Beast Spear, begins to haunt the boy in the hopes that an opportunity will present itself. However, Ushio's possession of the Spear seems to result in trouble after trouble, and Tora finds himself an unwilling ally to Ushio in his battles against various supernatural foes. Meanwhile, a greater danger lurks in the form of Hakumen no Mono, an incredibly powerful yokai with a thirst for destruction who is about to awaken from an extended slumber.",Action; Adventure; Anime; Mystery,2015,,"Tasuku Hatanaka, Rikiya Koyama, Kana Hanazawa, Ryōta Ōsaka, Shinichiro Miki",6.8
https://www.tvmaze.com/shows/2532/aoharu-x-machinegun,https://static.tvmaze.com/uploads/images/original_untouched/13/33961.jpg,Aoharu x Machinegun,"Hotaru Tachibana is a girl disguised as a boy. Through strange circumstances she finds herself drawn into the world of survival games by a host, Masamune Matsuoka. The two form a team with ero-manga artist Tohru Yukimura and aim to be the be the best in Japan.",Action; Adventure; Anime,2015,,"Mikako Komatsu, Tomoaki Maeno, Yoshitsugu Matsuoka, Kazuyuki Okitsu, Ryohei Kimura",
https://www.tvmaze.com/shows/2537/legends-of-the-west,https://static.tvmaze.com/uploads/images/original_untouched/13/34058.jpg,Legends of the West,"Inspired by AHC's top-rated original series, Gunslingers, Legends of the West chronicles the work of the few and the brave men who protected the innocent from an endless torment of gun-wielding outlaws in the lawless landscape of the Old West. These all-new episodes - original for Western Week - feature stories from the hit series' second season, packed with bonus material and little-known factoids. Legends of the West is a thrilling, heart-pounding ride alongside infamous Gunslingers through a series of pivotal showdowns in a volatile place and time, when death could be lurking around any corner.",Action; Western; History,2015,,,
https://www.tvmaze.com/shows/2540/marvels-avengers-assemble,https://static.tvmaze.com/uploads/images/original_untouched/399/998602.jpg,Marvel's Avengers Assemble,"With an all-star roster consisting of Iron Man, Captain America, Thor, Hulk, Hawkeye, Falcon and, occasionally--when she feels like it and only when she feels like it--Black Widow, the Avengers are a team in the truest sense. The Avengers save the world from the biggest threats imaginable - threats no single super hero could withstand.",Action; Adventure; Science-Fiction,2013,,"Roger Craig Smith, Adrian Pasdar, Mick Wingert, Troy Baker, Travis Willingham",7.6
https://www.tvmaze.com/shows/2541/future-worm,https://static.tvmaze.com/uploads/images/original_untouched/66/166710.jpg,Future-Worm!,In Future-Worm! a 12-year-old boy creates a time machine lunch box and befriends a fearless worm from the future.,Action; Adventure; Children,2016,,"James Adomian, Andy Milonakis, Jessica DiCicco, Ryan Quincy",7.0
https://www.tvmaze.com/shows/2543/air-master,https://static.tvmaze.com/uploads/images/original_untouched/13/34155.jpg,Air Master,"Aikawa Maki, 16 years old, is a first year senior high school student known as the Air Master. An invicible street fighter. Most of the time, she is just like a normal girl but she`s a different person when she`s out in the streets.Once a gymnast of Japan, Maki is now establishing and reviving the legend of ""airborne street fighting"" as an Air Master. A fighting style based on one`s jumping strength and movement while airborne. So she can once again feel the excitement of being a gymnast, she seeks the strongest opponents to battle.",Action; Anime,2003,,"Daisuke Sakaguchi, Daisuke Satozaki, Hirokazu Sonobe, Kazushige Tanaka, Mariko Suzuki",7.0
https://www.tvmaze.com/shows/2557/kim-possible,https://static.tvmaze.com/uploads/images/original_untouched/158/396340.jpg,Kim Possible,"Disney's smash hit Kim Possible is all about a high school teen, balancing the cheerleading captain position, honor roll, and many more, including saving the world from villains. Of course, all heroes need a wisecracking, clumsy partner. ""KP"" is no exception. The comic relief of the heroic duo, Ron is always there for Kim. Call Me, Beep Me, If you wanna reach me.",Comedy; Action; Adventure,2002,,"Christy Carlson Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Gary Cole",7.6
https://www.tvmaze.com/shows/2561/takeshis-castle,https://static.tvmaze.com/uploads/images/original_untouched/13/34312.jpg,Takeshi's Castle,"Welcome to the Takeshi's Castle, a Japanese game show involving 100 to 140 contestants who try to go through a series of silly physical challenges designed to eliminate them. Designed like a live-action Mario game, thousands of people have come to take on Takeshi's Castle to try and win the ¥1,000,000 prize but hardly anyone does! Each episode was filmed over the entire length of the day, with some challenges going well into the night.",Comedy; Action; Family,2002,,"Craig Charles, Ruben van der Meer",7.8
https://www.tvmaze.com/shows/2585/randall-hopkirk-deceased,https://static.tvmaze.com/uploads/images/original_untouched/13/34457.jpg,Randall & Hopkirk (Deceased),"Randall and Hopkirk (Deceased) is a late 1960s British private detective television series starring Mike Pratt and Kenneth Cope as the private detectives Jeff Randall and Marty Hopkirk, respectively. The series was created by Dennis Spooner and produced by Monty Berman. In the initial episode Hopkirk was murdered in the line of duty, but returned as a ghost only Randall was able to see or hear to help his former partner fight crime from beyond the grave. ITC film corporation produced a single series of 26 episodes during 1968 and 1969 which were aired between September 1969 and March 1970. The pilot episode was originally broadcast on ITV in the United Kingdom on Friday 19 September 1969 on ATV Midlands.",Drama; Action; Adventure,1969,,"Kenneth Cope, Mike Pratt, Annette Andre, Ivor Dean",
https://www.tvmaze.com/shows/2603/no-hiding-place,https://static.tvmaze.com/uploads/images/original_untouched/13/34635.jpg,No Hiding Place,"Continued from the TV series Murder Bag and Crime Sheet, No Hiding Place was a highly successful show which follows the cases of Detective Chief Superintendent Tom Lockhart of Scotland Yard and his assistants. The series was produced live in a studio and therefore only a handful of the 236 episodes were ever recorded and still exist.",Drama; Action; Adventure,1959,,"Johnny Briggs, Raymond Francis, Eric Lander, Michael McStay, Sean Caffrey",
https://www.tvmaze.com/shows/2641/sea-patrol,https://static.tvmaze.com/uploads/images/original_untouched/13/34975.jpg,Sea Patrol,"Set amid the awesome beauty of the Australian Gold Coast, Sea Patrol follows sailors from every walk of life, age and temperament all crammed aboard the Naval Patrol boat Hammersley, a veritable pressure cooker of emotions desires and ambitions. Whether they are hunting down well armed drug smugglers, chasing thieves or pirates, helping fools, or saving reckless illegal immigrants, their adventures serve to bring the crew together to forge deep and longstanding friendships that cross the class and gender divide. Filmed on the Great Barrier Reef and Mission Beach, Far North Queensland and at Warner Roadshow Studios, Gold Coast, QLD.",Drama; Action; Adventure,2007,,"Saskia Burmeister, Matthew Holmes, David Lyons, Lisa McCune, Jay Ryan",7.7
https://www.tvmaze.com/shows/2657/steve-austins-broken-skull-challenge,https://static.tvmaze.com/uploads/images/original_untouched/102/255619.jpg,Steve Austin's Broken Skull Challenge,"Hall of Fame professional wrestler ""Stone Cold"" Steve Austin is back for an all-new tougher, meaner and nastier season of Steve Austin's Broken Skull Challenge. Once again, he's inviting eight elite athletes to compete in head to head battles until only one is left standing. That man or woman earns a chance to win $10,000 by taking on Steve's updated and even more difficult personal obstacle course - the Skullbuster.",Action; Sports,2014,,Steve Austin,
https://www.tvmaze.com/shows/2681/behind-bars-rookie-year,https://static.tvmaze.com/uploads/images/original_untouched/542/1356519.jpg,Behind Bars: Rookie Year,"Behind Bars: Rookie Year follows a group of new recruits at the New Mexico Corrections Academy (NMCA) who are training or have recently joined the ranks at the Penitentiary of New Mexico (PNM). These rookies come face-to-face with rapists, murderers, and gang members who take pleasure in preying on weakness. Every new recruit hoping to join the department goes through a rigorous training program designed to test their fortitude and give them the tools needed to survive one of the most dangerous working environments on the planet. But as each day passes, the physical and emotional demands often prove too much for some, and even the best training can't prepare a rookie for the unexpected. Whether they're cadets in training or brand new on the line, the officers all wrestle with a critical life-or-death question: Is it worth it?",Drama; Action; Crime,2015,,,
https://www.tvmaze.com/shows/2691/immortal-lee-soon-shin,https://static.tvmaze.com/uploads/images/original_untouched/14/36173.jpg,Immortal Lee Soon Shin,"Based on Kim Hoon's Song of The Sword and Kim Tak Hwan's Immortality, KBS's outstanding 2005 historical drama The Immortal Lee Soon Shin is one of the most ambitious works the genre has seen in years. Spanning 104 episodes, the drama tells the story of one the world's greatest naval heroes, Admiral Lee Soon Shin, and all the people who helped him become a beloved figure in Korean history. The show was produced by Lee Seong Ju, who won Best Producer at the 2005 Baeksang Awards, and went on to record ratings of over 30%. The Immortal Lee Soon Shin received the Best of Best Drama Award and the Best Talent Award (Kim Myung Min) at the 33rd Korean Broadcasting Awards.",Drama; Action; War,2004,,"Ahn Yun Hong, Kim Myung Min, Lee Jae Ryong, Choi Chul Ho, Choi Jae Sung",
https://www.tvmaze.com/shows/2705/narcos,https://static.tvmaze.com/uploads/images/original_untouched/498/1246087.jpg,Narcos,"Narcos chronicle the life and death of drug lord Pablo Escobar the ruthless boss of the Medellin Cartel and a known terrorist who was also a congressman, a family man and revered by the poor as a new Robin Hood.",Drama; Action; Crime,2015,,"Pedro Pascal, Boyd Holbrook, Wagner Moura, Alberto Ammann, Paulina Gaitán",8.4
https://www.tvmaze.com/shows/2707/epitafios,https://static.tvmaze.com/uploads/images/original_untouched/14/36426.jpg,Epitafios,"Five years after a hostage situation where four students were tragically burned alive, a man starts to kill people related to the case. Eugenio Benítez (the sheriff), Laura Santini (a psychologist) and Renzo Márquez (a retired policeman who now works as a taxi driver) become caught up in the maelstrom of the new crimes due to their involvement with the course of the original crime.",Drama; Action; Crime,2005,,"Julio Chavez, Antonio Birabent, Cecilia Roth, Luis Luque, Paola Krum",
https://www.tvmaze.com/shows/2711/scooby-doo-mystery-incorporated,https://static.tvmaze.com/uploads/images/original_untouched/14/36568.jpg,Scooby-Doo! Mystery Incorporated,"A sleepy little village, Crystal Cove boasts a long history of ghost sightings, poltergeists, demon possessions, phantoms and other paranormal occurrences. The renowned sleuthing team of Fred, Daphne, Velma, Shaggy and Scooby-Doo prove all of this simply isn't real, and along the way, uncover a larger, season-long mystery that will change everything on Scooby-Doo! Mystery Incorporated.",Comedy; Action; Adventure,2010,,"Frank Welker, Frank Welker, Matthew Lillard, Mindy Cohn, Grey DeLisle Griffin",8.0
